"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","cashier_1","conscious_1","soul_1","susp","what","exclude","Block8_DO_cashier","Block8_DO_conscious","Block8_DO_soul","I","P","H"
"2022-04-20 15:54","2022-04-20 15:54",0,100,27,1,"2022-04-20 15:54","R_1NhqSOFIbmfqfBH",NA,NA,NA,NA,"anonymous","EN",10,5,5,2,"",0,2,3,4,NA,NA,1
"2022-04-20 15:53","2022-04-20 15:54",0,100,96,1,"2022-04-20 15:54","R_2aaDreczkAJHgbv",NA,NA,NA,NA,"anonymous","EN",4,1,NA,1,"I just felt uneasy about the questions, especially the ""soul"" question. Not sure if it also matters, but I noticed the ""model"" was not white and if that had anything to do with the questions.",0,2,3,4,NA,1,NA
"2022-04-20 15:53","2022-04-20 15:55",0,100,109,1,"2022-04-20 15:55","R_3MhY4BKYsSSKp8q",NA,NA,NA,NA,"anonymous","EN",3,1,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 15:55","2022-04-20 15:55",0,100,27,1,"2022-04-20 15:55","R_8xqpWkaH5dwvBrX",NA,NA,NA,NA,"anonymous","EN",0,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 15:56","2022-04-20 15:56",0,100,18,1,"2022-04-20 15:56","R_0udLMnxuz20eZqN",NA,NA,NA,NA,"anonymous","EN",5,3,3,2,"",0,2,3,4,1,NA,NA
"2022-04-20 15:55","2022-04-20 15:57",0,100,118,1,"2022-04-20 15:57","R_1LNc1uXSs8vSBFL",NA,NA,NA,NA,"anonymous","EN",5,4,1,2,"",0,2,3,4,NA,1,NA
"2022-04-20 15:57","2022-04-20 15:58",0,100,41,1,"2022-04-20 15:58","R_1hXqs7sLpboZ1QY",NA,NA,NA,NA,"anonymous","EN",9,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 15:57","2022-04-20 15:58",0,100,67,1,"2022-04-20 15:58","R_2rYphOgjniiUwqo",NA,NA,NA,NA,"anonymous","EN",0,10,0,1,"That you're asking.",0,2,3,4,1,NA,NA
"2022-04-20 15:58","2022-04-20 15:58",0,100,32,1,"2022-04-20 15:58","R_2yl3QA0kQgPmmT1",NA,NA,NA,NA,"anonymous","EN",1,2,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 15:59","2022-04-20 15:59",0,100,37,1,"2022-04-20 15:59","R_3GvpWBVQRUuEWjr",NA,NA,NA,NA,"anonymous","EN",2,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 15:58","2022-04-20 15:59",0,100,42,1,"2022-04-20 15:59","R_1KrvhuHdPO9mInp",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"That the word person was missing. ",0,2,3,4,NA,NA,1
"2022-04-20 16:01","2022-04-20 16:01",0,100,30,1,"2022-04-20 16:01","R_1KqkKULbgiaM8VU",NA,NA,NA,NA,"anonymous","EN",7,2,NA,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:00","2022-04-20 16:02",0,100,72,1,"2022-04-20 16:02","R_pzaTXWeKX4c4wWl",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:01","2022-04-20 16:02",0,100,34,1,"2022-04-20 16:02","R_2AG6RjAFnuP9YuQ",NA,NA,NA,NA,"anonymous","EN",3,6,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:04","2022-04-20 16:04",0,100,24,1,"2022-04-20 16:04","R_2zHngve3rf4pmyX",NA,NA,NA,NA,"anonymous","EN",7,4,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:05","2022-04-20 16:05",0,100,26,1,"2022-04-20 16:05","R_1FLJQf8SWQMXz9E",NA,NA,NA,NA,"anonymous","EN",9,1,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:07","2022-04-20 16:07",0,100,19,1,"2022-04-20 16:07","R_3htC2DKdqtUz8Ti",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:06","2022-04-20 16:07",0,100,54,1,"2022-04-20 16:07","R_1JOvxa2vnRC21Wq",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"she might be a robot",0,2,3,4,NA,NA,1
"2022-04-20 16:07","2022-04-20 16:07",0,100,31,1,"2022-04-20 16:07","R_2AYhfkgvbhCWpjP",NA,NA,NA,NA,"anonymous","EN",0,1,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:07","2022-04-20 16:08",0,100,35,1,"2022-04-20 16:08","R_1d5FbReZcfuIGUB",NA,NA,NA,NA,"anonymous","EN",2,0,1,1,"The picture",0,2,3,4,NA,1,NA
"2022-04-20 16:07","2022-04-20 16:08",0,100,63,1,"2022-04-20 16:08","R_2DMqxLOt8jrGghA",NA,NA,NA,NA,"anonymous","EN",9,10,10,1,"I suspect that the ""person"" is a computer-generated image, in which case I wouldn't view it as favorably.",0,2,3,4,NA,NA,1
"2022-04-20 16:08","2022-04-20 16:08",0,100,32,1,"2022-04-20 16:08","R_ai77s6HQG3ZGUNz",NA,NA,NA,NA,"anonymous","EN",2,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:07","2022-04-20 16:08",0,100,55,1,"2022-04-20 16:08","R_3MfK93UymSgSEtP",NA,NA,NA,NA,"anonymous","EN",2,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:09","2022-04-20 16:10",0,100,28,1,"2022-04-20 16:10","R_u7Fv26f8ZKPyToR",NA,NA,NA,NA,"anonymous","EN",8,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:09","2022-04-20 16:10",0,100,54,1,"2022-04-20 16:10","R_2ZNZpcAgxpwcZ83",NA,NA,NA,NA,"anonymous","EN",6,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:10","2022-04-20 16:11",0,100,71,1,"2022-04-20 16:11","R_3Hp4BY07CVLVgI1",NA,NA,NA,NA,"anonymous","EN",9,10,10,1,"The questions asked made me wonder if this image was completely computer-generated and not a real person.",0,2,3,4,NA,NA,1
"2022-04-20 16:11","2022-04-20 16:11",0,100,24,1,"2022-04-20 16:11","R_3CJEwzxcMrqrNyS",NA,NA,NA,NA,"anonymous","EN",8,8,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:11","2022-04-20 16:12",0,100,27,1,"2022-04-20 16:12","R_1kYaD7RmJcdLjUm",NA,NA,NA,NA,"anonymous","EN",7,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:11","2022-04-20 16:12",0,100,26,1,"2022-04-20 16:12","R_1gAaJDc8QApmDX6",NA,NA,NA,NA,"anonymous","EN",2,1,1,1,"The person is a robot",0,2,3,4,NA,1,NA
"2022-04-20 16:12","2022-04-20 16:13",0,100,51,1,"2022-04-20 16:13","R_qDAxYAPV2RNy68p",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"it was just a girl and I was asked if she had a soul ",0,2,3,4,NA,NA,1
"2022-04-20 16:13","2022-04-20 16:13",0,100,32,1,"2022-04-20 16:13","R_2CNz6DorgdMzQqC",NA,NA,NA,NA,"anonymous","EN",9,10,5,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:13","2022-04-20 16:13",0,100,36,1,"2022-04-20 16:13","R_3PObjjqaE5oqaas",NA,NA,NA,NA,"anonymous","EN",5,3,3,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:12","2022-04-20 16:14",0,100,91,1,"2022-04-20 16:14","R_3PZAlYAHpQJ9GqJ",NA,NA,NA,NA,"anonymous","EN",3,1,1,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:14","2022-04-20 16:14",0,100,28,1,"2022-04-20 16:14","R_1nOZHDmxOOoqbky",NA,NA,NA,NA,"anonymous","EN",10,5,3,1,"asking if a photo has a soul ",0,2,3,4,NA,NA,1
"2022-04-20 16:14","2022-04-20 16:15",0,100,26,1,"2022-04-20 16:15","R_1FgECRkqNqaMocp",NA,NA,NA,NA,"anonymous","EN",6,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:14","2022-04-20 16:15",0,100,110,1,"2022-04-20 16:15","R_1pzc30TWjVGH4z3",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"The questions referred to the woman as “it”",0,2,3,4,NA,NA,1
"2022-04-20 16:15","2022-04-20 16:16",0,100,25,1,"2022-04-20 16:16","R_9HMTtSqmlIVEkcV",NA,NA,NA,NA,"anonymous","EN",4,4,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:14","2022-04-20 16:16",0,100,172,1,"2022-04-20 16:16","R_3dY3FLUILlwUmDy",NA,NA,NA,NA,"anonymous","EN",0,0,0,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:16","2022-04-20 16:16",0,100,28,1,"2022-04-20 16:16","R_2EfNgBAReVuSJm2",NA,NA,NA,NA,"anonymous","EN",9,3,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:18","2022-04-20 16:18",0,100,22,1,"2022-04-20 16:18","R_3EEm2chRRxAX5E4",NA,NA,NA,NA,"anonymous","EN",3,0,0,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:18","2022-04-20 16:18",0,100,19,1,"2022-04-20 16:18","R_0ivQRRB72jvP3Pz",NA,NA,NA,NA,"anonymous","EN",4,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:19","2022-04-20 16:19",0,100,21,1,"2022-04-20 16:19","R_0kdewW5Wptnm2S5",NA,NA,NA,NA,"anonymous","EN",2,2,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:19","2022-04-20 16:19",0,100,19,1,"2022-04-20 16:19","R_UKlsP2mcIxHnuOl",NA,NA,NA,NA,"anonymous","EN",5,6,10,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:19","2022-04-20 16:20",0,100,49,1,"2022-04-20 16:20","R_27ey9U4sO08QDvo",NA,NA,NA,NA,"anonymous","EN",7,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:15","2022-04-20 16:21",0,100,342,1,"2022-04-20 16:21","R_2QugrcdgwbgKfko",NA,NA,NA,NA,"anonymous","EN",2,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:19","2022-04-20 16:21",0,100,106,1,"2022-04-20 16:21","R_3feZ2pcsSUZmDaV",NA,NA,NA,NA,"anonymous","EN",5,8,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:21","2022-04-20 16:21",0,100,24,1,"2022-04-20 16:21","R_D7AMFOvZrMiFxkd",NA,NA,NA,NA,"anonymous","EN",5,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:21","2022-04-20 16:22",0,100,46,1,"2022-04-20 16:22","R_1FhqA8poEx7qKHK",NA,NA,NA,NA,"anonymous","EN",0,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:22","2022-04-20 16:23",0,100,61,1,"2022-04-20 16:23","R_1HqatXaDGjWBQUL",NA,NA,NA,NA,"anonymous","EN",8,3,0,1,"the picture looked overwhelmingly real",0,2,3,4,NA,1,NA
"2022-04-20 16:22","2022-04-20 16:23",0,100,90,1,"2022-04-20 16:23","R_2viA67GXAcdcy7K",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"I thought the questions were weird and referred to the person as this",0,2,3,4,NA,NA,1
"2022-04-20 16:23","2022-04-20 16:24",0,100,24,1,"2022-04-20 16:24","R_2YD7414Q8xJBOZK",NA,NA,NA,NA,"anonymous","EN",0,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:23","2022-04-20 16:24",0,100,28,1,"2022-04-20 16:24","R_3ix2d7cNK0yX2ec",NA,NA,NA,NA,"anonymous","EN",4,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:23","2022-04-20 16:24",0,100,53,1,"2022-04-20 16:24","R_1GP0xti7SxM7Yli",NA,NA,NA,NA,"anonymous","EN",7,8,6,1,"Instead of a worker being addressed as a person.  I saw the words this was working here",0,2,3,4,NA,NA,1
"2022-04-20 16:24","2022-04-20 16:25",0,100,44,1,"2022-04-20 16:25","R_3L7o2Yx1h71HluA",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:24","2022-04-20 16:25",0,100,49,1,"2022-04-20 16:25","R_2yeofu8lDXUwH4D",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"I found it kind of suspicious that it didn't use the word ""human"" or ""girl"" in the questions, it just said ""do you find that this...""",0,2,3,4,NA,NA,1
"2022-04-20 16:25","2022-04-20 16:25",0,100,45,1,"2022-04-20 16:25","R_3hs8gQG4NoGML7z",NA,NA,NA,NA,"anonymous","EN",6,7,9,1,"that you asked if it was suspicious and you referred to the person as an ""it""",0,2,3,4,NA,NA,1
"2022-04-20 16:25","2022-04-20 16:26",0,100,32,1,"2022-04-20 16:26","R_10Iu2pow5yRf9VU",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:26","2022-04-20 16:26",0,100,15,1,"2022-04-20 16:26","R_22LgOTG7UK7lbwP",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:25","2022-04-20 16:26",0,100,64,1,"2022-04-20 16:26","R_bwPdg20YUPQt8ml",NA,NA,NA,NA,"anonymous","EN",0,0,0,1,"There was no up front informed consent. And who thinks AI has a soul?",0,2,3,4,1,NA,NA
"2022-04-20 16:26","2022-04-20 16:27",0,100,52,1,"2022-04-20 16:27","R_Ac9Q25Y0g9tHb45",NA,NA,NA,NA,"anonymous","EN",0,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:26","2022-04-20 16:27",0,100,73,1,"2022-04-20 16:27","R_27WNWvzgRHEoxPV",NA,NA,NA,NA,"anonymous","EN",0,1,1,1,"The eyes of that robot is very unsettling. I get an uncanny valley feeling.",0,2,3,4,1,NA,NA
"2022-04-20 16:25","2022-04-20 16:27",0,100,125,1,"2022-04-20 16:27","R_sd0D2nUFjNF1m25",NA,NA,NA,NA,"anonymous","EN",0,5,0,1,"The fact that human looking robots work at a pharmacy...",0,2,3,4,1,NA,NA
"2022-04-20 16:26","2022-04-20 16:27",0,100,69,1,"2022-04-20 16:27","R_3O5DilRRG8KzEcN",NA,NA,NA,NA,"anonymous","EN",5,3,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:27","2022-04-20 16:27",0,100,20,1,"2022-04-20 16:27","R_7Wo6KXmpeZOCsQF",NA,NA,NA,NA,"anonymous","EN",2,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:27","2022-04-20 16:27",0,100,16,1,"2022-04-20 16:27","R_2zwmPhiASqaOQxl",NA,NA,NA,NA,"anonymous","EN",0,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:27","2022-04-20 16:28",0,100,39,1,"2022-04-20 16:28","R_2uDs1ANmqA9JFw2",NA,NA,NA,NA,"anonymous","EN",5,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:26","2022-04-20 16:28",0,100,97,1,"2022-04-20 16:28","R_RysSR7urkibHr69",NA,NA,NA,NA,"anonymous","EN",9,10,10,1,"more like confusing. You referred to the woman as this when asking if she had a consciousness or soul. ",0,2,3,4,NA,NA,1
"2022-04-20 16:28","2022-04-20 16:28",0,100,30,1,"2022-04-20 16:28","R_1hHgsU11OOoHVeI",NA,NA,NA,NA,"anonymous","EN",2,6,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:28","2022-04-20 16:29",0,100,49,1,"2022-04-20 16:29","R_Za8y2Q6NCuUL6O5",NA,NA,NA,NA,"anonymous","EN",0,2,1,1,"The fact that I was asked if I found anything suspicious.",0,2,3,4,NA,1,NA
"2022-04-20 16:29","2022-04-20 16:30",0,100,32,1,"2022-04-20 16:30","R_3fPqTpv6QesXamb",NA,NA,NA,NA,"anonymous","EN",0,3,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:31","2022-04-20 16:31",0,100,21,1,"2022-04-20 16:31","R_2xVGfK5afq4rkIy",NA,NA,NA,NA,"anonymous","EN",8,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:31","2022-04-20 16:32",0,100,23,1,"2022-04-20 16:32","R_PMrFNlKvU0ZTEGt",NA,NA,NA,NA,"anonymous","EN",1,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:32","2022-04-20 16:32",0,100,23,1,"2022-04-20 16:32","R_3siME7hl8xbbarn",NA,NA,NA,NA,"anonymous","EN",6,3,2,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:32","2022-04-20 16:32",0,100,17,1,"2022-04-20 16:32","R_31bGPqEiV2zr459",NA,NA,NA,NA,"anonymous","EN",3,3,2,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:32","2022-04-20 16:32",0,100,51,1,"2022-04-20 16:32","R_3GjF5Mrmf4Bbf89",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:32","2022-04-20 16:33",0,100,52,1,"2022-04-20 16:33","R_1daFjm2UtwCXa1u",NA,NA,NA,NA,"anonymous","EN",0,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:32","2022-04-20 16:33",0,100,44,1,"2022-04-20 16:33","R_1QA4UlfxEVWNkbb",NA,NA,NA,NA,"anonymous","EN",6,1,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:34","2022-04-20 16:34",0,100,30,1,"2022-04-20 16:34","R_qVEjLAE9bdn1i4V",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:34","2022-04-20 16:35",0,100,25,1,"2022-04-20 16:35","R_3pg6uW0MxAFsiHh",NA,NA,NA,NA,"anonymous","EN",1,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:35","2022-04-20 16:36",0,100,15,1,"2022-04-20 16:36","R_3HOG0bgbXhFgRI3",NA,NA,NA,NA,"anonymous","EN",2,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:36","2022-04-20 16:36",0,100,28,1,"2022-04-20 16:36","R_yJxwmGGOU2HcmS5",NA,NA,NA,NA,"anonymous","EN",0,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:35","2022-04-20 16:37",0,100,80,1,"2022-04-20 16:37","R_3Do2H5giAT31G5K",NA,NA,NA,NA,"anonymous","EN",0,1,0,1,"Motivation for asking about non-independent AI Bots. Their programming is controlled by the company.",0,2,3,4,1,NA,NA
"2022-04-20 16:37","2022-04-20 16:37",0,100,14,1,"2022-04-20 16:37","R_2TufKZv5jR4wM07",NA,NA,NA,NA,"anonymous","EN",9,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:37","2022-04-20 16:37",0,100,27,1,"2022-04-20 16:37","R_0Nvt1vYh2tjNSzD",NA,NA,NA,NA,"anonymous","EN",7,2,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:37","2022-04-20 16:37",0,100,14,1,"2022-04-20 16:37","R_4PkQ7o5ubCrSQ6Z",NA,NA,NA,NA,"anonymous","EN",8,5,2,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:37","2022-04-20 16:37",0,100,24,1,"2022-04-20 16:38","R_3ZTvH7l5uvbErex",NA,NA,NA,NA,"anonymous","EN",7,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:37","2022-04-20 16:37",0,100,24,1,"2022-04-20 16:38","R_2zTLy2xyCIhQNzP",NA,NA,NA,NA,"anonymous","EN",8,6,2,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:37","2022-04-20 16:37",0,100,36,1,"2022-04-20 16:38","R_3fxwlbHij6VPQY4",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"phrasing, intro implied it was a person, then Q1 was like employed THIS",0,2,3,4,NA,NA,1
"2022-04-20 16:37","2022-04-20 16:38",0,100,48,1,"2022-04-20 16:38","R_51PnV5nswKM4IvL",NA,NA,NA,NA,"anonymous","EN",9,9,10,1,"sometimes it seems like words were missing from the questions",0,2,3,4,NA,NA,1
"2022-04-20 16:37","2022-04-20 16:38",0,100,30,1,"2022-04-20 16:38","R_2U9skVOUf2u5CPh",NA,NA,NA,NA,"anonymous","EN",10,8,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:38","2022-04-20 16:38",0,100,20,1,"2022-04-20 16:38","R_3PpiaMP9gftj0eo",NA,NA,NA,NA,"anonymous","EN",1,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:38","2022-04-20 16:38",0,100,34,1,"2022-04-20 16:38","R_3Eyf15z68B8Mi5Q",NA,NA,NA,NA,"anonymous","EN",8,5,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:38","2022-04-20 16:39",0,100,16,1,"2022-04-20 16:39","R_1I4y5pM8dTTN0I1",NA,NA,NA,NA,"anonymous","EN",7,6,5,2,"",0,2,3,4,NA,1,NA
